Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Reves;Barrido Fuerte;Match Duration
Clara Azurmendi;"-15;-55 (3)";32;8;12;1029280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"-15;54 (2)";32;9;9;1032960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"-15;-43 (1)";32;10;8;1034000;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"-14;9 (1)";32;11;1;1034640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"19;-11 (1)";32;12;Out;1034640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;OUT SIDE;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (32);32;;;1038680;20680;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (33);33;;;1059360;6840;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"3;-26 (1)";33;1;6;1057360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;6;Clara Azurmendi;Backhand short service;5;;Construccion;;;;;
Line Kjaersfeldt;"-2;17 (1)";33;2;2;1058240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;2;;;;;Construccion;;;;;
Clara Azurmendi;"-11;-16 (2)";33;3;4;1058240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Defence;;;;;
Line Kjaersfeldt;"-11;57 (1)";33;4;9;1059800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"11;-56 (1)";33;5;9;1059800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Defence;;;Reves;;
Line Kjaersfeldt;"-14;6 (3)";33;6;1;1061920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Attack;;;;;
Clara Azurmendi;"3;-41 (1)";33;7;6;1062920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;6;;;;;Defence;;;;;
Line Kjaersfeldt;"4;1 (1)";33;8;3;1063480;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;NET;;;;;Construccion;Error Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (33);33;;;1066200;20040;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (34);34;;;1086240;1440;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"3;26 (2)";34;1;7;1084240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;7;Line Kjaersfeldt;Backhand short service;1;;Construccion;;;;;
Clara Azurmendi;"-4;1 (1)";34;2;2;1085280;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;NET;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (34);34;;;1087680;14880;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (35);35;;;1102560;5680;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-2;-25 (3)";35;1;7;1100560;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;7;Clara Azurmendi;Backhand short service;5;;Construccion;;;;;
Line Kjaersfeldt;"4;17 (1)";35;2;3;1101440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;3;;;;;Construccion;;;;;
Clara Azurmendi;"13;-14 (1)";35;3;1;1101440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Defence;;;;;
Line Kjaersfeldt;"13;54 (1)";35;4;12;1102920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Attack;;;;;
Clara Azurmendi;"16;-40 (1)";35;5;5;1104520;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;5;;;;;Defence;;;;;
Line Kjaersfeldt;"13;6 (2)";35;6;4;1104560;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Attack;;;;;
Clara Azurmendi;"-10;-33 (1)";35;7;8;1105640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;8;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (35);35;;;1108240;21880;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (36);36;;;1130120;2600;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"-2;26 (1)";36;1;6;1128120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;5;;Construccion;;;;;
Clara Azurmendi;"4;-16 (1)";36;2;2;1129040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;2;;;;Finta;Construccion;;;;;
Line Kjaersfeldt;"-15;56 (1)";36;3;9;1129080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Construccion;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (36);36;;;1132720;13400;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (37);37;;;1146120;6800;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"3;-26 (2)";37;1;6;1144120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;6;Clara Azurmendi;Backhand flick;9;;Construccion;;;;;
Line Kjaersfeldt;"-3;54 (1)";37;2;10;1145200;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;10;;;;;Attack;;;;;
Clara Azurmendi;"-14;-41 (1)";37;3;8;1145240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"-13;8 (1)";37;4;1;1145880;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"15;-57 (1)";37;5;9;1145880;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;54 (2)";37;6;12;1145880;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Defence;;;;;
Clara Azurmendi;"13;-16 (2)";37;7;1;1148200;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Defence;;;;;
Line Kjaersfeldt;"-4;7 (1)";37;8;2;1150160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;2;;;;;Attack;;;;;
Clara Azurmendi;"20;-50 (1)";37;9;Out;1150160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;OUT SIDE;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (37);37;;;1152920;18560;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (38);38;;;1171480;6600;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-3;-26 (1)";38;1;7;1169480;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;7;Clara Azurmendi;Backhand short service;11;;Construccion;;;;;
Line Kjaersfeldt;"14;54 (2)";38;2;12;1170680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-13;-15 (2)";38;3;4;1170680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Defence;;;;;
Line Kjaersfeldt;"-14;54 (3)";38;4;9;1171680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"-14;-42 (1)";38;5;8;1172760;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"13;34 (2)";38;6;8;1173360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;8;;;;;Construccion;;;;;
Clara Azurmendi;"9;-10 (1)";38;7;1;1173360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Attack;;;;;
Line Kjaersfeldt;"3;36 (1)";38;8;7;1175400;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;7;;;;;Defence;;;;;
Clara Azurmendi;"4;1 (2)";38;9;3;1175440;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;NET;;;;;Construccion;Error Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (38);38;;;1178080;20800;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (39);39;;;1198880;8040;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;-25 (4)";39;1;6;1196880;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;6;Clara Azurmendi;Backhand short service;4;;Construccion;;;;;
Line Kjaersfeldt;"-14;18 (1)";39;2;1;1197920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"-11;-56 (1)";39;3;12;1197920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"11;54 (3)";39;4;12;1199120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-14;-37 (1)";39;5;8;1199120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;8;;;;;Attack;;;;;
Line Kjaersfeldt;"-13;32 (1)";39;6;5;1200720;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;5;;;;;Defence;;;;;
Clara Azurmendi;"-12;-14 (3)";39;7;4;1201240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"11;11 (1)";39;8;4;1201240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-14;-62 (1)";39;9;12;1203640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;OUT LENGTH;;;;;Construccion;Error Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (39);39;;;1206920;17800;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (40);40;;;1224720;11240;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-2;-27 (1)";40;1;7;1222720;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;7;Clara Azurmendi;Backhand short service;6;;Construccion;;;;;
Line Kjaersfeldt;"5;16 (1)";40;2;3;1223680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;3;;;;;Construccion;;;;;
Clara Azurmendi;"13;-56 (1)";40;3;9;1223680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"15;55 (3)";40;4;12;1223680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-15;-56 (2)";40;5;12;1223680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Defence;;;;F;
Line Kjaersfeldt;"-14;35 (1)";40;6;5;1227240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;5;;;;;Construccion;;;;;
Clara Azurmendi;"-13;-14 (1)";40;7;4;1227240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"-14;55 (5)";40;8;9;1227240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"-14;-55 (7)";40;9;12;1227240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"14;12 (1)";40;10;4;1230960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-11;-7 (1)";40;11;4;1231920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"-14;8 (1)";40;12;1;1231920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;1;All England 2022;46;1;;;;;Construccion;Winner Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (40);40;;;1235960;150040;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;1;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (41);1;;;1386000;7480;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;25 (2)";1;1;7;1384000;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand short service;7;;Construccion;;;;;
Line Kjaersfeldt;"-8;-17 (1)";1;2;4;1385040;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;Finta;Construccion;;;;;
Clara Azurmendi;"-15;55 (3)";1;3;9;1385080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;F;
Line Kjaersfeldt;"-3;-32 (1)";1;4;7;1386160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Construccion;;;;;
Clara Azurmendi;"10;13 (1)";1;5;4;1386160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-38 (1)";1;6;5;1386160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;;;;;
Clara Azurmendi;"14;12 (2)";1;7;4;1386160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Line Kjaersfeldt;"-4;-9 (1)";1;8;3;1389080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Clara Azurmendi;"20;54 (1)";1;9;Out;1389080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;OUT SIDE;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (41);1;;;1393480;12600;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (42);2;;;1406080;14160;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-2;25 (3)";2;1;6;1404080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand flick;9;;Construccion;;;;;
Line Kjaersfeldt;"4;-55 (1)";2;2;10;1405040;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;10;;;;;Attack;;;;;
Clara Azurmendi;"-15;37 (1)";2;3;5;1405680;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Defence;;;;;
Line Kjaersfeldt;"-2;-52 (1)";2;4;11;1406160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;11;;;;;Attack;;;;;
Clara Azurmendi;"-3;38 (1)";2;5;6;1407000;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;;;;;Defence;;;;;
Line Kjaersfeldt;"-12;-11 (2)";2;6;4;1407520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-13;54 (1)";2;7;9;1407520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;;;
Line Kjaersfeldt;"-10;-55 (1)";2;8;12;1409040;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
